,date,statement,label
634,"Oct 8, 2018","JUST IN: SMILE IS WIPED OFF SMUG CNN White House Reporter Kaitlyn Collins’ Face, After New Tweets From Her College Days Are Revealed",fake
635,"Oct 7, 2018",TAYLOR SWIFT MAKES RARE POLITICAL ENDORSEMENT…Forgets Half Her Fans Are Too Young To Vote,fake
636,"Oct 7, 2018",GRAHAM CHALLENGES DEMOCRATS AND LEADER SCHUMER: “Name one person on this list!” [Video],fake
637,"Oct 7, 2018",LEFTIST COMEDIANS Stalk and Harass Fox News Host On NYC Subway…Get Huge Backlash! [Video],fake
638,"Oct 7, 2018",HAMPTONS MILLIONAIRES Build Panic Rooms To Hide From VIOLENT MS-13 Gangs: “I sleep with a gun underneath my pillow”,fake
639,"Oct 7, 2018",VP MIKE PENCE OWNS The Protesting Libs In This One Photo…Republicans Grew A Backbone!,fake
640,"Oct 6, 2018",NBC STATION FIRES Reporter For Wearing MAGA Hat To Cover Trump Rally,fake
641,"Oct 6, 2018",TWITTER BLINKED! James Woods is Back After Standing Strong Against The Social Media Giant,fake
642,"Oct 5, 2018",WATCH: “CULT-LIKE CHANTS” From Protesters Caught On Video: “Go get him!” [Video],fake
643,"Oct 5, 2018",FULL VIDEO AND TRANSCRIPT: Senator Susan Collins Delivers Epic Speech On Kavanaugh Vote [Video],fake
644,"Oct 5, 2018",HOW FEMALE BULLIES In The DEMOCRAT PARTY Are Getting Away With Threatening Republicans,fake
645,"Oct 5, 2018",JUST IN: US CAPITOL POLICE Take Control Of Protestors…Arrests Made and Bold Moves To Protect Senator Collins [Video],fake
646,"Oct 5, 2018",JUST IN: Senator Manchin Announces His Vote On Kavanaugh [Video],fake
647,"Oct 5, 2018",WATCH PROTESTERS SCREAM AND YELL At Senator Collins When She Announces Her Vote On Cloture [Video],fake
648,"Oct 5, 2018",BREAKING BOMBSHELL: Witness Leland Keyser Claims She Was Pressured By Former FBI Agent and Best Friend Of Christine Blasey Ford To LIE About Party With Kavanaugh,fake
649,"Oct 4, 2018","“TOLERANT” HOLLYWOOD LIBERALS Lash Out At Senator Lindsey Graham, Accuse Him of Bestiality, Make Homophobic Slurs",fake
650,"Oct 4, 2018",JUST IN: Massive Crowd Of Protesters Take Over Hart Senate Office Building [Video],fake
651,"Oct 4, 2018",STICK A FORK IN HER: Senator Heitkamp Is Done After She Announces Her Vote On Kavanaugh [Video],fake
652,"Oct 4, 2018",WATCH CNN HOST Do The Dirty Work For Democrats…Suggests Dumping Kavanaugh: “Start Over”,fake
653,"Oct 4, 2018","WATCH: Best Video Yet Of Kavanaugh, Kanye, Candace And A Beast Mode Lindsey Graham Saving America [Video]",fake
654,"Oct 4, 2018","NEW BOMBSHELL: Unequivocal Evidence Shows FBI Colluded With DNC, Hillary and Christopher Steele To HIJACK Election From Donald Trump",fake
655,"Oct 3, 2018",JUST IN: Leader McConnell Files Cloture…Setting Up Key Vote On Kavanaugh #ConfirmKavanaughNow,fake
656,"Oct 3, 2018",JUST IN: Capitol Police Arrest Intern For Rep. Sheila Jackson Lee For Doxxing GOP Senators,fake
657,"Oct 3, 2018",SARAH SANDERS Hits White House Reporters With A Truth Bomb About Their “Outrageous” Double Standards [Video],fake
658,"Oct 2, 2018",JUST IN: Did Blasey Ford Get Caught Lying Under Oath With New Info From Ex-Boyfriend?,fake
659,"Oct 2, 2018",JUST IN: Did Blasey Ford Get Caught Lying Under Oath With New Info From Ex-Boyfriend?,fake
660,"Oct 2, 2018",JOE BIDEN FURIOUS That Republicans Used Him During Kavanaugh Hearing,fake
661,"Oct 2, 2018",RED TSUNAMI! President Trump Tweets Incredible Video Showing MASSIVE Line Of Supporters At TN Rally,fake
662,"Sep 30, 2018",LEFT EATS ITS OWN: STAR WARS VOICE ACTOR Imitates The Voice Of Kavanaugh Accuser…Attacked By The Left…Twitter Account Disappears [Video],fake
663,"Sep 30, 2018",DEMAND CONFIRMATION OF KAVANAUGH! Three Very Important Reasons Why This MUST Happen,fake
664,"Sep 30, 2018",BREAKING: SCANDAL INVESTIGATION! Feinstein And Friends Not Laughing Now – “They Have Betrayed Her”,fake
665,"Sep 30, 2018",JUST IN: JUDGE KAVANAUGH ACCUSER Faced Charges Of “Sexual Misconduct” and Lies,fake
666,"Sep 30, 2018","DAN BONGINO GOES OFF ON DEMOCRAT: “Hey, Hey, Hey, Pipe Down!” [Video]",fake
667,"Sep 29, 2018",TUCKER CARLSON: GOP Weakness and Dem Obstruction Backfires Making Kavanaugh Stronger [Video],fake
668,"Sep 29, 2018",MAJORITY LEADER MCCONNELL Pushes Forward…We Have 51 Votes For Kavanaugh [Video],fake
669,"Sep 28, 2018",BREAKING: JUDICIARY COMMITTEE VOTES But The Circus Continues With A Major Glitch,fake
670,"Sep 28, 2018",PROTESTERS ERUPT YELLING “November is Coming!” As They Fall To The Floor Like Toddlers [VIDEO] [Video],fake
671,"Sep 28, 2018",DEMOCRAT SENATORS WALK OUT Of Hearing On Vote For Judge Kavanaugh…Grandstand In The Hallway [Video],fake
672,"Sep 28, 2018",SENATOR JEFF FLAKE CORNERED By Unhinged Protesters Screaming At Him [Video],fake
673,"Sep 27, 2018",GOP LAWYER MITCHELL Weighs In On If She Would Bring Charges Against Kavanaugh #ConfirmKavanaughNow,fake
674,"Sep 27, 2018",A CIRCUS! Kavanaugh Accuser Giggles And Asks For Coffee…Republicans Give Up Their Chance To Question Ford [Video],fake
675,"Sep 27, 2018",WATCH LIVE: Judge Brett Kavanaugh and Christine Blasey Ford Testify Before the Senate Judiciary Committee,fake
676,"Sep 26, 2018",DESPERATION SETS IN: CNN Runs With Two More Last-Minute “Accusations” Against Judge Kavanaugh,fake
677,"Sep 26, 2018",MICHELLE OBAMA: Vote…Even Though You Know “Nothin’ About Nothin'” [Video],fake
678,"Sep 25, 2018",VIDEO OF BIDEN Claiming No Need For FBI In Thomas Hearings Exposes Dem Hypocrisy [Video],fake
679,"Sep 25, 2018",BUSTED! IRS OFFICIALS: “You Should Give Increased Scrutiny” To Conservative Groups [VIDEO],fake
680,"Sep 25, 2018",BREAKING: Senate Judiciary Committee Schedules Kavanaugh Vote,fake
681,"Sep 25, 2018","JUST IN: KAVANAUGH ACCUSER A NO-SHOW? Another Glitch, Another Demand From Ford #ConfirmKavanaughNow",fake
682,"Sep 24, 2018",JUST IN: Police Dept Issues Statement Regarding Victim Accusations of Brett Kavanaugh,fake
683,"Sep 24, 2018",BREAKING: ROD ROSENSTEIN Has Reportedly RESIGNED,fake
684,"Sep 23, 2018","BILL CLINTON ACCUSER Records Stunning Phone Call To Dem Senator Schumer Asking Him To “Believe” Her: ”Unlike Ms. Ford, I Do Have Proof and Witnesses”",fake
685,"Sep 23, 2018",WALLS CLOSING IN ON DEMS Chances Of Destroying Judge Kavanaugh: ALL 4 Witnesses Say Party Where Ford Claims Sexual Assault Happened NEVER Took Place,fake
686,"Sep 22, 2018",WATCH: Obama Snaps At Loud Rally Crowd: “You! Pay attention!” [Video],fake
687,"Sep 22, 2018",BREAKING: DEM ACTIVIST Agrees To Testify About Alleged 36-Year-Old Kavanaugh Assault,fake
688,"Sep 21, 2018","BREAKING: Advisor To Christine Blasey Ford and Dem Operative, Who Specializes In “Reputation Management” Reveals Plot To Take Down Judge Kavanaugh",fake
689,"Sep 21, 2018",NANCY PELOSI Demands That Kavanaugh “Submit To Lie Detector Test” [Video],fake
690,"Sep 21, 2018",NEW YORK TIMES: ROGUE ROSENSTEIN Wanted To Wear A Wire To Record Trump…Kick Him Out Of Office,fake
691,"Sep 21, 2018",JUST IN: Female Friends and Colleagues of Judge Kavanaugh Speak Out: “We are proud to stand with Brett.” [Video] #IStandWithBrett,fake
692,"Sep 21, 2018",BUSTED: July Conference Call Plotting Defeat Of Kavanaugh By Former Anita Hill Advisor Who Is Now Advising Kavanaugh Accuser [Audio],fake
693,"Sep 21, 2018",JOE DIGENOVA Shuts Down Leftist Lawyer Laughing About Dems Derailing Kavanaugh Confirmation [Video],fake
694,"Sep 21, 2018",TREY GOWDY Rips Dems For Guilty Until Proven Innocent Tactic Used On Kavanaugh [Video],fake
695,"Sep 20, 2018",MIKE POMPEO Slams John Kerry and Obama Cronies On Meetings With Iran: “You had your day” [Video],fake
696,"Sep 20, 2018",NASTY NELLIE SAYS “NO”….Fusion GPS “Russian Expert” Nellie Ohr REFUSES To Appear Before Scheduled Meeting With Congress,fake
697,"Sep 19, 2018",SENATOR GRASSLEY HITS BACK: Sends Letter to Feinstein Making A Demand Of His Own,fake
698,"Sep 19, 2018",ANOTHER KAVANAUGH CLASSMATE Denies Allegations In Statement To Judiciary,fake
699,"Sep 19, 2018",TRUMP TOURS DEVASTATED STORM AREAS IN NC…Gives Hugs and Food to Storm Victims,fake
700,"Sep 19, 2018","ILLEGAL ALIEN Who Led Police To Body Of 20-Yr-Old Mollie Tibbetts, Told Them How He Killed Her, Makes SHOCKING Plea Through Taxpayer-Funded Translator",fake
701,"Sep 19, 2018",JAMES WOODS DESTROYS DEM SENATOR Who Told American Men To “Shut Up And Do The Right Thing” [Video],fake
702,"Sep 18, 2018",JUST IN: Kavanaugh Accuser Refuses To Testify On Monday…Makes Demands,fake
703,"Sep 18, 2018",PELOSI SMIRKS AS DEM ACTIVIST Makes Sick Joke About Trump [Video],fake
704,"Sep 18, 2018",JUST IN: Kavanaugh Accuser Ignoring Grassley Invite To Testify: “Do they want to come to the public hearing or not?,fake
705,"Sep 17, 2018",WATCH: BERNIE SANDERS Makes Outrageous Claims Against America: “Starve Little Children”…”Bomb Houses”,fake
706,"Sep 17, 2018",SENATOR GRASSLEY CALLS OUT FEINSTEIN For Refusing To Have “Follow-Up” Calls With Kavanaugh Accuser #ConfirmKavanaughNow,fake
707,"Sep 17, 2018","BOOM!! Kavanaugh Accuser Willing To Testify Under Oath, He Throws It Right Back In Her Face",fake
708,"Sep 16, 2018",BREAKING: Kavanaugh Accuser Comes Forward With Decades Old Allegation From High School,fake
709,"Sep 15, 2018",JUST IN: New Video Of Trump Greeting 9/11 Crowd Shuts Down Fake News On Trump Fist Pump,fake
710,"Sep 15, 2018",138 SOMALI MUSLIMS WIN $1.5 Million In Prayer Break Dispute With Meatpacker,fake
711,"Sep 15, 2018","DIVISIVE FORMER First Lady MICHELLE OBAMA Is Hitting The Stadiums To Push New Book, Get Out Democrat Plantation Vote",fake
712,"Sep 15, 2018",HE WALKED AWAY FROM DEMOCRATS: “I have a message for President Trump” [Video] #WalkAway,fake
713,"Sep 14, 2018",WATCH JOHN KERRY: Sue Trump for Deaths Caused by Weather [VIDEO],fake
714,"Sep 14, 2018",WATCH JOHN KERRY: Sue Trump for Deaths Caused by Weather [VIDEO],fake
715,"Sep 14, 2018",WATCH: OBAMA INSULTS VOTERS: “Take off your bedroom slippers” [Video],fake
716,"Sep 14, 2018",JUST IN: NEW YORK TIMES Forced To Walk Back Fake News About Trump Administration,fake
717,"Sep 14, 2018",JUST IN: John Kerry in Hot Water with State Department Over Rogue Negotiations with Iran [Video],fake
718,"Sep 14, 2018",Mark Levin RIPS Into Media For Blaming Trump For Hurricane Florence,fake
719,"Sep 13, 2018",SPARTACUS BOOKER Calls On Democrats To “Get Up In The Faces Of Some Congresspeople” [VIDEO],fake
720,"Sep 13, 2018",SHOCKER: RUTH BADER GINSBURG Criticizes Treatment of Judge Kavanaugh During SCOTUS Hearings [Video],fake
721,"Sep 13, 2018",TIM ALLEN Defends Trump: “Maybe it took this type of guy to get stuff done…”,fake
722,"Sep 13, 2018",JUST IN: FEINSTEIN SENDS Mystery Letter with Claim Against Kavanaugh to Federal Authorities,fake
723,"Sep 12, 2018",MSNBC PANEL Calls Threats To Senator Collins Over Kavanaugh Vote: “The passion of people” [Video],fake
724,"Sep 12, 2018",BACKFIRE! SUSAN COLLINS Says ‘Bribe’ From Crowdfunding Is Trying To Get Her To Oppose Kavanaugh,fake
725,"Sep 12, 2018",JUST IN: DEMOCRAT SON OF Socialist Bernie Sanders LOSES Congressional Primary Election In New Hampshire District Won By Trump,fake
726,"Sep 11, 2018","SON OF 9/11 VICTIM Calls Out Pelosi, Booker and the Media for Using Victims As “Props” #NeverForget",fake
727,"Sep 11, 2018",DAN BONGINO SLAMS JOE SCARBOROUGH For OpEd Calling Trump A ‘Far Graver Threat’ Than 9/11 [Video] #WalkAway,fake
728,"Sep 10, 2018",ANOTHER REASON TO VOTE GOP: Creepy Socialist Party Video Discusses “Post-Capitalist Society” #WalkAway,fake
729,"Sep 9, 2018",BENGHAZI HERO Suspended From Twitter And Forced To Delete A Tweet Against Obama,fake
730,"Sep 9, 2018",WATCH: Socialist Candidates Ocasio-Cortez And Cynthia Nixon Shimmy And Grind To Salsa Music [Video] #WalkAway,fake
731,"Sep 9, 2018",DNC CHAIR TOM PEREZ Makes Ridiculous Fear Mongering Claim About “Rural America”…Say Goodbye To Those Votes! [Video],fake
732,"Sep 7, 2018",SENATOR KAMALA HARRIS MOCKS JUDGE KAVANAUGH For Carrying The Constitution [Video],fake
733,"Sep 7, 2018",WATCH: JOBS REPORT JUST IN With Numbers Not Seen Since 2009 [VIDEO],fake
734,"Sep 6, 2018",LOL! DEM SENATOR COREY BOOKER EMBARRASSES Himself After He Releases “Bombshell Emails” That Actually Help Kavanaugh,fake
735,"Sep 6, 2018",JUST IN: “BRING IT! BRING IT!”…Senator Booker Threatens To Release Private Senate Email Breaking Senate Rules That Could Oust Him [Video],fake
736,"Sep 5, 2018",KAMALA HARRIS Calls GOP Senator “Sexist” Because He Used “Hysteria” To Describe Screeching Protesters [Video],fake
737,"Sep 5, 2018",REPORTED REASON NIKE MADE DEAL With Kaepernick Revealed…Does This Make Sense?,fake
738,"Sep 4, 2018","WATCH: TED CRUZ 25-Second Video Destroys Opponent, “MR. BURN THE FLAG” BETO [VIDEO]",fake
739,"Sep 4, 2018",WATCH: ORRIN HATCH Rips Into Protester: “I think we oughta have this loudmouth removed.” [Video],fake
740,"Sep 4, 2018",JUST IN: NAMES Of TWO More Sports Apparel Giants REVEALED After Reportedly Trying To Sign Endorsement Deal With Anti-American QB Colin Kaepernick,fake
741,"Sep 4, 2018","KEY DEMOCRATS TRY TO STOP KAVANAUGH CONFIRMATION: “Chairman, I move to adjourn this hearing” [Video]",fake
742,"Sep 3, 2018",MONICA LEWINSKY Storms Off Stage When Asked If She Expects An Apology From Bill Clinton [Video],fake
743,"Sep 3, 2018",JOHN KERRY THROWS OBAMA UNDER THE BUS…Is He Planning A Run In 2020?,fake
744,"Sep 2, 2018",SOCIALIST US CONGRESS CANDIDATE Ocasio-Cortez Caught On Video Recruiting Young Kids To Help Her “Fight Trump”,fake
745,"Sep 2, 2018",NEW YORK POST COVER Scorches Meghan McCain As “The Meg”…Brewing Backlash Against Politicized Funeral,fake
746,"Sep 2, 2018",TRUMP GIVES MCCAIN FAMILY Permission To Use Air Force 2…Then They Bash Him [Video],fake
747,"Sep 1, 2018",THE AMERICAN BAR ASSOCIATION Just Put A Glitch In Democratic Plans To Sabotage Brett Kavanaugh,fake
748,"Aug 31, 2018",WATCH: BILL CLINTON Ogles Singer Ariana Grande During Funeral Services For Aretha Franklin,fake
749,"Aug 31, 2018",HILLARY CLINTON Front and Center At Funeral for Aretha Franklin [Video],fake
750,"Aug 31, 2018",DEMOCRAT BURGER CHAIN BOYCOTT BACKFIRES: Company and Customers Not Backing Down,fake
751,"Aug 30, 2018",FLORIDA DEMOCRATIC CANDIDATE Calls 911 On Reporter For Doing Her Job: “My life is threatened”,fake
752,"Aug 30, 2018",LINDSEY GRAHAM STUNS CNN Host… Reveals What Trump Said In Touching Phone Call After His Speech About John McCain [VIDEO],fake
753,"Aug 30, 2018",MEGA-BUCKS DONOR Trying To Impeach Trump Is Grilled In Blistering Interview On Trump Economy [Video],fake
754,"Aug 29, 2018",VIDEO: GOLF LEGEND JACK NICKLAUS Weighs In On Tiger Woods Comments Supporting President Trump,fake
755,"Aug 29, 2018",JIM JORDAN: The One Thing Republicans Must Do Now To Help Win Midterms [Video],fake
756,"Aug 28, 2018",ESPN HOST Goes Off The Rails On Tiger Woods For Comments About President Trump [Video],fake
757,"Aug 26, 2018",SARAH SANDERS: Bad Lip-Reading Version Of A WH Press Briefing [Video],fake
758,"Aug 24, 2018",JUDGE SWEARS IN NEW CITIZENS Then Tells Them To Take A Knee,fake
759,"Aug 24, 2018",PRICELESS! DEMOCRATS FOR TRUMP Tell “Fake News” CNN Reporter What They REALLY Think Of Coverage On Cohen/Manafort News,fake
760,"Aug 24, 2018",SAY WHAT?? DEMOCRAT CHALLENGING TED CRUZ SAYS “Nothing More American” Than KNEELING During National Anthem,fake
761,"Aug 23, 2018",WATCH: Pelosi Giggles Then Mocks Coal Industry “With All Due Respect To West Virginia” #WalkAway,fake
762,"Aug 22, 2018","Trump Warns About Traitor Lawyer MICHAEL COHEN, Who Graduated From “Worst Law School In The Country”",fake
763,"Aug 22, 2018",CLINTON CRONY LANNY DAVIS Begs For Donations To GoFundMe Page for Cohen to ‘Help Him Tell the Truth About Donald Trump’ [Video],fake
764,"Aug 22, 2018",MSNBC GUEST Gives Lame Apology For ‘Flippant’ Comment Dismissing Mollie Tibbetts As ‘Some Girl In Iowa’ [Video],fake
765,"Aug 22, 2018","WATCH: SHOCKING RHETORIC From Leftist Media, Politicians and Activists Turns Violent [Video] #WalkAway",fake
766,"Aug 21, 2018",JUST IN: Trump Rocks Crowd In West Virginia…Mentions Mollie Tibbetts: “Should Have Never Happened” [Video],fake
767,"Aug 21, 2018",JUST IN: MICHAEL COHEN TO PLEAD GUILTY,fake
768,"Aug 20, 2018",CAUGHT ON VIDEO: DEM UNDER FIRE For Sick Joke About President Trump Drowning [Video] #WalkAway,fake
769,"Aug 18, 2018",WATCH COPS HARASSED By Irate Airline Passenger Begging: “Come arrest me!” [Video],fake
770,"Aug 18, 2018",WOW! TRUMP WARNS Social Media Giants After #PragerU Heavily Censored On Facebook,fake
771,"Aug 17, 2018",WATCH: 100-YR-OLD WWII VET Cries After He Discovers Birthday Card He Just Opened Is From President Trump,fake
772,"Aug 17, 2018","BREAKING: CNN, Several Leftist News Publications Sue Government To Reveal Names and Home Addresses of Jurors In Manafort Case..WTH???",fake
773,"Aug 16, 2018",LOL! Fox News’ Brit Hume DESTROYS Whiny #FakeNewsCNN Host With One HILARIOUS Tweet,fake
774,"Aug 16, 2018",WATCH: Gina Loudon Shuts Down CNN Race-Baiter Seething With Hate…Over The Top! [Video] #WalkAway,fake
775,"Aug 16, 2018",DEM WHO Refused To Denounce Hate Preacher Farrakhan Offers To Replace Pelosi If Dems Win The House Back,fake
776,"Aug 16, 2018",IS HE LYING? DEM CONGRESSMAN Keith Ellison Fights Back Crocodile Tears While Discussing Domestic Abuse Allegations By Former Dem Activist Girlfriend [VIDEO],fake
777,"Aug 16, 2018",TUCKER CARLSON: Democrats Exposed…Why You MUST Vote Republican In November! [Video] #WalkAway,fake
778,"Aug 16, 2018",2017: OBAMA Appointed Officials Revoked Security Clearance of Trump Supporting Pentagon Analyst For Complaining About FBI Planted Trump Campaign Spy,fake
779,"Aug 15, 2018","WATCH: LEAD SINGER Of Popular Punk Band Comes Down Off Stage, SPITS ON and BEATS Trump Supporter During Live Performance",fake
780,"Aug 15, 2018",JUST IN: GOV CUOMO SHOCKS “We are not going to make America great again…it was never that great” [Video],fake
781,"Aug 14, 2018",SARAH SANDERS Hits Back At Omarosa-Loving Liberal Media [Video],fake
782,"Aug 14, 2018",MI SCHOLAR Outs Leftist Colleges As “Hate Machines”: “Stop Giving Money”…”Do Your Due Diligence” [Video],fake
783,"Aug 14, 2018",DEM FREDERICA WILSON Makes Wild Accusations About Trump In Race-Filled Rant [Video],fake
784,"Aug 14, 2018",JUST IN: TRUMP CAMPAIGN Takes BIG Action Against Omarosa,fake
785,"Aug 13, 2018","ANYTHING THEY WANT!! OMAROSA Will Give EVERYTHING, Claims To Have Recorded Ivanka And Jared SECRETLY On Tape, Now Expects IMPEACHMENT",fake
786,"Aug 13, 2018",JAMES WOODS: “This Woman Nails Why ALL People Are Drawn To Trump…Warts and All [Video] #WalkAway,fake
787,"Aug 12, 2018",FORMER POLICE OFFICER RALLIES FOR TRUMP: “Yeah I said it haters!! Trump is killing it!” [Video],fake
788,"Aug 11, 2018",FINANCIALLY STRETCHED CHICAGO Looking At Giving Out Free Money aka “Universal Basic Income”,fake
789,"Aug 11, 2018",CLASSIC! MARK LEVIN Slams Anti-Trumper Bill Kristol In One Awesome Tweet,fake
790,"Aug 11, 2018",OHIO: DEM CANDIDATE FOR CONGRESS Gets Closer To Defeating Trump-Endorsed GOP Candidate After 588 Uncounted Votes Are “Discovered”,fake
791,"Aug 11, 2018",POLICE ASSOCIATION Plans To Put The Hurt On The NFL For Backing Out Of Anthem Policy,fake
792,"Aug 11, 2018",WHOA! ACTOR PETER FONDA Urges Fellow Democrats To Commit Voter Fraud,fake
793,"Aug 10, 2018",JUST IN: DEMOCRAT COHEN Says In Secret Recording That He Hopes Rep. Blackburn Killed Herself,fake
794,"Aug 9, 2018",THE LATEST DOOZY FROM DEM DARLING OCASIO-CORTEZ: “Medicare for All” Is Cheap Because Funerals Will Be Paid For [Video],fake
795,"Aug 9, 2018",CNN OPINION Equating “Guardian Angel” Media To Military Sparks Outrage [Video],fake
796,"Aug 8, 2018",DEMOCRAT ACTIVISTS Scream “Garbage!” At GOP Candidate…Race Shame His Wife: “Shame on your Mexican wife!” [Video],fake
797,"Aug 8, 2018",DEM SOCIALIST OCASIO-CORTEZ Makes Outrageous Claim About Upper Middle Class In America In Latest Gaffe [Video],fake
798,"Aug 7, 2018",TICK TOCK: WHY DEVIN NUNES Wants Us To Watch This Top DOJ Official [Video],fake
799,"Aug 7, 2018",WATCH THIS VIDEO AND ASK Why The Left Is Brutalizing Stephen Miller For Doing What Congress Should Be Doing [Video] #StephenMiller,fake
800,"Aug 7, 2018",STUART VARNEY WARNS DEMOCRATS: Stop The Socialist “Pie-In-The Sky” Delusion [VIDEO],fake
801,"Aug 6, 2018",LEFT EATS LEFT: Leftist Protesters Takeover Stage At Liberal Conference…Call It A Slave “Plantation”…Feel “Tokenized” [Video],fake
802,"Aug 6, 2018",PRO-TRUMP MOM Lets NYT Writer Have It For Claims About Bringing Children To Trump Rallies [Video],fake
803,"Aug 5, 2018",LOL! BERKELEY ANTIFA WHIMPS Are Too Weak To Bust Out US Marine Corps Windows [VIDEO],fake
804,"Aug 5, 2018",WHO IS SHE KIDDING? DEMOCRAT STRATEGIST Makes Outrageous Claim About Anti-White Tweets From NYT Editor,fake
805,"Aug 5, 2018",RUSH LIMBAUGH NAILS THE LEFT: Why Hillary Had To Be Exonerated,fake
806,"Aug 4, 2018","OUCH! CANDACE OWENS Obliterates Hillary Clinton Over Her Defense Of Trump-Basher LeBron James: “Shut Up, Racist!”",fake
807,"Aug 4, 2018",WATCH: Never-Trumper Before And After Trump Rally…This Is What Dems Fear Most! [Video],fake
808,"Aug 4, 2018",THIS IS YOUR PRESIDENT: Watch What He Does While No One Is Watching [Video],fake
809,"Aug 4, 2018",SPIKE LEE Attempts To Paint President Trump As A Racist In “BlacKkKlansman” Movie Based On Event That Took Place In 1979 [VIDEO],fake
810,"Aug 4, 2018",DEM LEADER Kills The Midterms For Democrats With This Proclamation: “Embrace The Label” [Video],fake
811,"Aug 4, 2018",EXPOSED! WATCH ANTI-WHITE NYT EDITOR Open Her Mouth And Remove All Doubt [Video],fake
812,"Aug 3, 2018",OUCH! TOP ILLINOIS DEM REP Blasts Mayor Rahm Emanuel:” Not Everyone Believes That Chicago Is A Trump-Free-Zone” [VIDEO],fake
813,"Aug 2, 2018",JAMES WOODS and Twitter Warriors Slam NYT Editor Over Openly Anti-White Tweets,fake
814,"Aug 2, 2018",GO SARAH! SANDERS DELIVERS A Huge Smackdown To Grandstanding Jim Acosta During An Epic WH Briefing [Video],fake
815,"Aug 1, 2018",TUCKER CARLSON BOMBSHELL Suggests A Brilliant Way That Redacted Parts Of FISA Warrant Can Be Read To All Americans [Video],fake
816,"Aug 1, 2018",ENRAGED BY TRUMP BUMPER STICKER: Woman In Hot Water For Ramming Into Car,fake
817,"Aug 1, 2018",JUST IN: DNC Refuses To Play RNC In Time-Honored Softball Game [VIDEO],fake
818,"Aug 1, 2018",CLASSIC! PRINCETON PROFESSOR Gets Heated With CNN “Analyst” On Russia Meddling: “You are criminalizing diplomacy”,fake
819,"Aug 1, 2018",SARAH SANDERS Has Mic Drop Moment When Asked About “Dirty Discredited Dossier” [Video],fake
820,"Aug 1, 2018",JUST IN: TRUMP TWEET STORM Calls on Sessions to Stop “Rigged Witch Hunt”,fake
821,"Jul 31, 2018",BORDER PATROL PRESIDENT: Why He Thinks We Must Shut Down Government To Secure The Border! [Video],fake
822,"Jul 30, 2018",WATCH: MIKE PENCE SHARES EMOTIONAL Moment In His West Wing Office Over Trump Deal To Bring Home Remains Of Troops Killed In Korean War,fake
823,"Jul 30, 2018",SOCIALISM FOR DUMMIES: MUSLIM Democrat Candidate For MI Gov Tweets Video Showing Long Line Of Supporters At Rally With Socialist Ocasio-Cortez,fake
824,"Jul 30, 2018",PEOPLE COULD GO TO PRISON! Sheryl Attkisson Asks Whatever Happened To The “Unmaskings” Investigation?,fake
825,"Jul 29, 2018",DEVIN NUNES DROPS A BOMB On Social Media Giant During Maria Bartiromo Interview…How About Facebook #DevinNunes #ShadowBanning,fake
826,"Jul 29, 2018",OUCH! MICHAEL COHEN Graduated From “Worst Law School In The Country”,fake
827,"Jul 28, 2018",HEARTBREAKING: THIS POLICE OFFICER Just Lost His Life After Being Shot By An Illegal Alien Last Week,fake
828,"Jul 28, 2018",SUNBATHERS STUNNED: Boatload Of Illegals Storm Nudist Beach In Spain…Invasion Continues [Video],fake
829,"Jul 27, 2018","SICK! Anti-Trump, Dem Candidate For Congress Laughs About Damage Vandals Did To Education Sec. Betsy DeVos’ Family Yacht On Twitter",fake
830,"Jul 27, 2018",IT BEGINS: Congressman Files Complaint With FEC Against Twitter For Censorship [VIDEO],fake
831,"Jul 27, 2018",LOL! PRESIDENT TRUMP Gives Summer Reading Suggestion To Americans Suffering From “Trump Derangement Syndrome”,fake
832,"Jul 27, 2018",BREAKING: CBS STOCK PLUMMETS As CBS CEO Is Accused Of Sexual Misconduct In Ronan Farrow Bombshell,fake
833,"Jul 27, 2018",JUST IN: UNITED AIRLINES Gives FREE Flights To Illegal Aliens Who Crossed US Border,fake
834,"Jul 27, 2018",BREAKING: This #GDP Announcement Is Great News For Trump…Will Send the Left Into Spin Mode,fake
835,"Jul 27, 2018",THE POSTER CHILD FOR TERM LIMITS TRIES COMEDY: ‘Democrats have been strong on border security’,fake
836,"Jul 27, 2018",THE POSTER CHILD FOR TERM LIMITS TRIES COMEDY: ‘Democrats have been strong on border security’,fake
837,"Jul 26, 2018",JUST IN: DEVIN NUNES Claims Redacted Portion Of Carter Page FISA Warrants Are “REALLY BAD” For FBI,fake
838,"Jul 26, 2018",POLL: DEMS SCARE THE HELL Out Of Most Americans #RunAway #WalkAway [Video],fake
839,"Jul 26, 2018",BREAKING: CONSERVATIVE Republican Congressman Jim Jordan Announces Bid To Replace Speaker Paul Ryan,fake
840,"Jul 26, 2018",VIDEO AND PHOTOS Of Obama Ejecting Reporters Resurface After Lefty Outrage Over Rude CNN Reporter Being Tossed From Trump Photo Op [Video],fake
841,"Jul 26, 2018",GOP REPS and Joe DiGenova Explain Filing For Rosenstein Impeachment [Video],fake
842,"Jul 25, 2018",SEC POMPEO Interrupted By Screaming Soros Protester…Crowd Chants USA! USA! USA! [Video],fake
843,"Jul 25, 2018",JUST IN: HOUSE REPUBLICANS Introduce Articles Of Impeachment Against Deputy AG Rod Rosenstein,fake
